epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
534,82747,0.44331,0.65974,0.23295,0.93892,0.97656,1,0.99476,0.97947,0.97656,1,0.99476,0.93415,0.19827,0.42619,0.32941,0.79493,0.0002411,0.0002411,0.0002411
535,82904.3,0.39185,0.63091,0.21117,0.90411,0.96747,1,0.99476,0.98138,0.96747,1,0.99476,0.93444,0.20261,0.42834,0.36439,0.79427,0.0002378,0.0002378,0.0002378
536,83063.4,0.41071,0.6526,0.22617,0.9294,0.9644,1,0.99476,0.98347,0.9644,1,0.99476,0.94298,0.2058,0.41628,0.41851,0.79329,0.0002345,0.0002345,0.0002345
537,83221.2,0.43097,0.62872,0.23631,0.91551,0.96449,1,0.99484,0.98775,0.96449,1,0.99484,0.94101,0.21613,0.40833,0.44517,0.79632,0.0002312,0.0002312,0.0002312
538,83379.7,0.4371,0.66434,0.23865,0.9245,0.97475,1,0.995,0.98813,0.97475,1,0.995,0.93828,0.21434,0.42803,0.3486,0.7999,0.0002279,0.0002279,0.0002279
539,83539.4,0.42754,0.67428,0.23624,0.91922,0.96011,1,0.99452,0.98666,0.96011,1,0.99452,0.94043,0.20179,0.43125,0.40976,0.79391,0.0002246,0.0002246,0.0002246
540,83698.1,0.44347,0.67705,0.23133,0.94604,0.95944,1,0.99406,0.9882,0.95944,1,0.99406,0.93406,0.20353,0.4471,0.36728,0.79587,0.0002213,0.0002213,0.0002213
541,83856,0.41799,0.6823,0.22997,0.91571,0.968,1,0.995,0.98896,0.968,1,0.995,0.93707,0.19859,0.43482,0.27902,0.7936,0.000218,0.000218,0.000218
542,84014.9,0.41247,0.64958,0.22584,0.90756,0.9862,1,0.995,0.98706,0.9862,1,0.995,0.93928,0.20391,0.42997,0.23581,0.79334,0.0002147,0.0002147,0.0002147
543,84173.8,0.39727,0.63103,0.21807,0.90915,0.98861,1,0.995,0.98694,0.98861,1,0.995,0.93526,0.19499,0.43545,0.25447,0.78991,0.0002114,0.0002114,0.0002114
544,84331.7,0.4011,0.6231,0.22493,0.90775,0.97602,1,0.995,0.98718,0.97602,1,0.995,0.94569,0.19308,0.42453,0.27298,0.78794,0.0002081,0.0002081,0.0002081
545,84491.2,0.42429,0.64095,0.22192,0.9089,0.96643,1,0.99453,0.98477,0.96643,1,0.99453,0.94838,0.20546,0.42484,0.35862,0.79051,0.0002048,0.0002048,0.0002048
546,84650.9,0.38647,0.62005,0.21785,0.90585,0.95868,1,0.99445,0.98489,0.95868,1,0.99445,0.94737,0.20267,0.43021,0.3223,0.79048,0.0002015,0.0002015,0.0002015
547,84808.4,0.39791,0.61187,0.2087,0.928,0.97663,1,0.99484,0.98292,0.97663,1,0.99484,0.946,0.20044,0.43475,0.31479,0.79225,0.0001982,0.0001982,0.0001982
548,84966.7,0.43673,0.70581,0.23393,0.9263,0.98183,1,0.99469,0.97926,0.98183,1,0.99469,0.94554,0.18872,0.42511,0.34947,0.79087,0.0001949,0.0001949,0.0001949
549,85125.4,0.43886,0.64717,0.23298,0.93278,0.97495,1,0.99445,0.97846,0.97495,1,0.99445,0.93927,0.18361,0.43488,0.44185,0.79038,0.0001916,0.0001916,0.0001916
550,85283.3,0.41932,0.65608,0.22174,0.9092,0.97099,1,0.99492,0.98274,0.97099,1,0.99492,0.93863,0.18561,0.43841,0.53649,0.78915,0.0001883,0.0001883,0.0001883
551,85441.8,0.4072,0.64729,0.21844,0.9118,0.96336,1,0.995,0.98256,0.96336,1,0.995,0.93792,0.18924,0.42575,0.43612,0.78867,0.000185,0.000185,0.000185
552,85600.2,0.38437,0.62504,0.20776,0.90663,0.8904,1,0.995,0.98186,0.8904,1,0.995,0.94444,0.19442,0.4198,0.63074,0.79027,0.0001817,0.0001817,0.0001817
553,85757.5,0.40926,0.67183,0.21124,0.91518,0.90829,1,0.99404,0.98248,0.90829,1,0.99404,0.93932,0.19405,0.42319,0.54715,0.79131,0.0001784,0.0001784,0.0001784
554,85916,0.40699,0.64769,0.22445,0.91697,0.96163,1,0.98912,0.97701,0.96163,1,0.98912,0.93484,0.18689,0.43009,0.48776,0.78889,0.0001751,0.0001751,0.0001751
555,86075.1,0.4192,0.65086,0.22632,0.91497,0.97682,1,0.99404,0.98243,0.97682,1,0.99404,0.93867,0.18175,0.43969,0.36353,0.78717,0.0001718,0.0001718,0.0001718
556,86233.8,0.40413,0.63078,0.21447,0.92552,0.97282,1,0.9946,0.98261,0.97282,1,0.9946,0.9342,0.18396,0.44627,0.35501,0.78872,0.0001685,0.0001685,0.0001685
557,86392.6,0.42982,0.64981,0.22543,0.93317,0.97628,1,0.99476,0.98152,0.97628,1,0.99476,0.93839,0.1919,0.4459,0.3438,0.79119,0.0001652,0.0001652,0.0001652
558,86549.7,0.40345,0.64283,0.21426,0.89448,0.97409,1,0.99348,0.97984,0.97409,1,0.99348,0.93884,0.18827,0.43952,0.34978,0.79175,0.0001619,0.0001619,0.0001619
559,86707.8,0.42063,0.64069,0.21421,0.9183,0.97915,1,0.99305,0.98251,0.97915,1,0.99305,0.93829,0.18965,0.43008,0.35769,0.79379,0.0001586,0.0001586,0.0001586
560,86866.2,0.39654,0.61039,0.21521,0.92428,0.97514,1,0.99288,0.98347,0.97514,1,0.99288,0.93903,0.18904,0.42338,0.39741,0.79269,0.0001553,0.0001553,0.0001553
561,87025.2,0.41709,0.64595,0.22266,0.91604,0.97876,1,0.99413,0.9859,0.97876,1,0.99413,0.94077,0.19034,0.41624,0.34281,0.7904,0.000152,0.000152,0.000152
562,87182.5,0.42862,0.63217,0.22148,0.93292,0.97451,1,0.99461,0.98488,0.97451,1,0.99461,0.94534,0.19001,0.42005,0.40187,0.78997,0.0001487,0.0001487,0.0001487
563,87341.5,0.40665,0.62923,0.21975,0.89872,0.98615,1,0.99476,0.98385,0.98615,1,0.99476,0.94355,0.18853,0.42473,0.35727,0.79018,0.0001454,0.0001454,0.0001454
564,87500.8,0.42892,0.65492,0.22531,0.92685,0.98773,1,0.99476,0.98493,0.98773,1,0.99476,0.94741,0.18883,0.42533,0.39143,0.78978,0.0001421,0.0001421,0.0001421
565,87658.8,0.39454,0.61362,0.19908,0.91993,0.98795,1,0.995,0.98642,0.98795,1,0.995,0.94673,0.18567,0.42398,0.4081,0.78989,0.0001388,0.0001388,0.0001388
566,87817.3,0.39866,0.64308,0.20844,0.92768,0.97933,1,0.995,0.98836,0.97933,1,0.995,0.94519,0.18609,0.42921,0.49683,0.79312,0.0001355,0.0001355,0.0001355
567,87977.2,0.39973,0.64052,0.21472,0.92834,0.97874,1,0.99476,0.98806,0.97874,1,0.99476,0.94633,0.18469,0.42271,0.60328,0.79282,0.0001322,0.0001322,0.0001322
568,88134.5,0.40441,0.62332,0.21653,0.92806,0.97351,1,0.99469,0.98788,0.97351,1,0.99469,0.94666,0.19118,0.41949,0.59668,0.79447,0.0001289,0.0001289,0.0001289
569,88293.6,0.40589,0.62729,0.20873,0.91984,0.9703,1,0.99321,0.98637,0.9703,1,0.99321,0.94161,0.19367,0.42524,0.61012,0.79756,0.0001256,0.0001256,0.0001256
570,88453.1,0.36629,0.60423,0.19681,0.87974,0.97253,1,0.9922,0.98423,0.97253,1,0.9922,0.94017,0.19589,0.42948,0.58043,0.79887,0.0001223,0.0001223,0.0001223
571,88610.3,0.40813,0.63189,0.2227,0.91649,0.97329,1,0.99348,0.98131,0.97329,1,0.99348,0.94078,0.19804,0.42558,0.54684,0.7997,0.000119,0.000119,0.000119
572,88768.3,0.39698,0.64647,0.21876,0.90817,0.97316,1,0.98906,0.97792,0.97316,1,0.98906,0.933,0.19349,0.4421,0.57306,0.79851,0.0001157,0.0001157,0.0001157
573,88927.3,0.39472,0.61293,0.21116,0.90828,0.97434,1,0.99381,0.98202,0.97434,1,0.99381,0.93608,0.18879,0.43888,0.48955,0.79494,0.0001124,0.0001124,0.0001124
574,89084.8,0.40838,0.63775,0.21816,0.93003,0.97369,1,0.9928,0.98216,0.97369,1,0.9928,0.93908,0.18658,0.43736,0.49054,0.79285,0.0001091,0.0001091,0.0001091
575,89242.6,0.42093,0.6426,0.22371,0.92297,0.97349,1,0.9904,0.98033,0.97349,1,0.9904,0.93364,0.18795,0.43987,0.49512,0.79498,0.0001058,0.0001058,0.0001058
576,89401.5,0.41056,0.64657,0.21607,0.91984,0.97337,1,0.99239,0.98317,0.97337,1,0.99239,0.9392,0.19033,0.43313,0.50957,0.79649,0.0001025,0.0001025,0.0001025
577,89559.4,0.4045,0.64056,0.21735,0.92527,0.97331,1,0.99199,0.9826,0.97331,1,0.99199,0.94337,0.18668,0.42059,0.4351,0.79301,9.92e-05,9.92e-05,9.92e-05
578,89718.2,0.42405,0.65464,0.22826,0.92477,0.96608,1,0.99212,0.98412,0.96608,1,0.99212,0.94209,0.18529,0.42354,0.46854,0.79318,9.59e-05,9.59e-05,9.59e-05
579,89877.1,0.3891,0.64358,0.21741,0.89907,0.96593,1,0.99264,0.98464,0.96593,1,0.99264,0.93784,0.18389,0.43381,0.49624,0.79271,9.26e-05,9.26e-05,9.26e-05
580,90035,0.39905,0.61554,0.21183,0.90695,0.96693,1,0.98965,0.98347,0.96693,1,0.98965,0.93543,0.18649,0.43959,0.47782,0.79342,8.93e-05,8.93e-05,8.93e-05
581,90192.9,0.39838,0.63688,0.21106,0.88619,0.96559,1,0.99205,0.98639,0.96559,1,0.99205,0.93814,0.19004,0.44368,0.49655,0.79636,8.6e-05,8.6e-05,8.6e-05
582,90352.1,0.39935,0.62124,0.21195,0.92613,0.967,1,0.99281,0.98724,0.967,1,0.99281,0.94097,0.19451,0.44362,0.4351,0.79871,8.27e-05,8.27e-05,8.27e-05
583,90509.2,0.36815,0.6089,0.18617,0.90675,0.97291,1,0.99155,0.98682,0.97291,1,0.99155,0.94381,0.19722,0.43964,0.37427,0.80016,7.94e-05,7.94e-05,7.94e-05
584,90667.2,0.41507,0.63961,0.21621,0.9311,0.97269,1,0.9904,0.98666,0.97269,1,0.9904,0.94195,0.19716,0.43451,0.325,0.79953,7.61e-05,7.61e-05,7.61e-05
585,90826.1,0.41706,0.63943,0.2123,0.91495,0.96794,1,0.99038,0.98662,0.96794,1,0.99038,0.94324,0.19292,0.43162,0.36052,0.79799,7.28e-05,7.28e-05,7.28e-05
586,90983.8,0.37219,0.61823,0.20756,0.89344,0.96207,1,0.99082,0.98794,0.96207,1,0.99082,0.94517,0.19283,0.43275,0.41706,0.7975,6.95e-05,6.95e-05,6.95e-05
587,91142.1,0.37877,0.60425,0.20402,0.8978,0.96236,1,0.99098,0.98719,0.96236,1,0.99098,0.94628,0.19415,0.43186,0.43711,0.79794,6.62e-05,6.62e-05,6.62e-05
588,91300.9,0.41964,0.66969,0.22569,0.91398,0.96415,1,0.99005,0.98394,0.96415,1,0.99005,0.94054,0.1945,0.43918,0.42036,0.79866,6.29e-05,6.29e-05,6.29e-05
589,91458.3,0.39058,0.63588,0.21336,0.90448,0.95422,1,0.99007,0.98301,0.95422,1,0.99007,0.94077,0.19324,0.44356,0.44653,0.79889,5.96e-05,5.96e-05,5.96e-05
590,91615.7,0.37674,0.61587,0.19459,0.8958,0.95185,1,0.99057,0.98137,0.95185,1,0.99057,0.94351,0.18991,0.44105,0.46641,0.79644,5.63e-05,5.63e-05,5.63e-05
591,91773.2,0.27966,0.55051,0.14745,0.86013,0.94951,1,0.98898,0.98169,0.94951,1,0.98898,0.91767,0.21285,0.52706,0.53533,0.7978,5.3e-05,5.3e-05,5.3e-05
592,91930,0.27389,0.53268,0.14904,0.86302,0.95088,1,0.98869,0.97695,0.95088,1,0.98869,0.913,0.22431,0.56352,0.60588,0.79988,4.97e-05,4.97e-05,4.97e-05
593,92087.6,0.27209,0.52074,0.13948,0.85315,0.95328,1,0.99203,0.97935,0.95328,1,0.99203,0.91573,0.22453,0.55313,0.48732,0.79872,4.64e-05,4.64e-05,4.64e-05
594,92246.3,0.26847,0.52096,0.14368,0.85721,0.95582,1,0.99382,0.98307,0.95582,1,0.99382,0.91936,0.22435,0.55312,0.40671,0.79909,4.31e-05,4.31e-05,4.31e-05
595,92403.7,0.26821,0.51452,0.14278,0.84362,0.9678,1,0.99469,0.98475,0.9678,1,0.99469,0.91653,0.22259,0.55372,0.36297,0.79773,3.98e-05,3.98e-05,3.98e-05
596,92560.6,0.27208,0.51647,0.13867,0.8501,0.964,1,0.99453,0.98473,0.964,1,0.99453,0.91013,0.22185,0.56597,0.3943,0.79769,3.65e-05,3.65e-05,3.65e-05
597,92719.4,0.26497,0.51447,0.13802,0.86488,0.96854,1,0.99484,0.9859,0.96854,1,0.99484,0.91655,0.21697,0.5544,0.33805,0.79617,3.32e-05,3.32e-05,3.32e-05
598,92874.2,0.2739,0.52261,0.13929,0.84869,0.97485,1,0.99492,0.98702,0.97485,1,0.99492,0.92125,0.21346,0.554,0.32007,0.79658,2.99e-05,2.99e-05,2.99e-05
599,93029.1,0.26167,0.5137,0.13606,0.85226,0.97133,1,0.99492,0.98708,0.97133,1,0.99492,0.9205,0.21414,0.56066,0.33375,0.79821,2.66e-05,2.66e-05,2.66e-05
600,93188.1,0.2735,0.51858,0.14638,0.84227,0.96915,1,0.99492,0.98622,0.96915,1,0.99492,0.91535,0.21655,0.56926,0.34942,0.79925,2.33e-05,2.33e-05,2.33e-05
